date,region,category,demand,revenue,year,month,month_name,year_month
2024-10-01,West,Furniture,671,72618.28,2024,10,October,2024-10
2024-10-01,West,Electronics,816,72982.28,2024,10,October,2024-10
2024-10-01,East,Office Supplies,576,26626.53,2024,10,October,2024-10
2024-10-01,East,Furniture,718,87280.46,2024,10,October,2024-10
2024-10-01,East,Electronics,782,63778.61,2024,10,October,2024-10
2024-10-01,South,Office Supplies,576,26138.96,2024,10,October,2024-10
2024-10-01,South,Electronics,777,62260.77,2024,10,October,2024-10
2024-10-01,North,Office Supplies,611,29242.5,2024,10,October,2024-10
2024-10-01,North,Electronics,825,76922.49,2024,10,October,2024-10
2024-10-01,South,Furniture,700,87911.07,2024,10,October,2024-10
2024-10-01,North,Furniture,654,85345.24,2024,10,October,2024-10
2024-11-01,West,Office Supplies,614,28144.16,2024,11,November,2024-11
2024-11-01,East,Electronics,793,73580.29,2024,11,November,2024-11
2024-11-01,West,Furniture,763,98632.02,2024,11,November,2024-11
2024-11-01,West,Electronics,833,76138.75,2024,11,November,2024-11
2024-11-01,East,Office Supplies,570,24652.75,2024,11,November,2024-11
2024-11-01,East,Furniture,703,82131.9,2024,11,November,2024-11
2024-11-01,South,Office Supplies,598,24247.15,2024,11,November,2024-11
2024-11-01,South,Electronics,846,67423.17,2024,11,November,2024-11
2024-11-01,North,Office Supplies,687,31632.14,2024,11,November,2024-11
2024-11-01,North,Furniture,706,79705.18,2024,11,November,2024-11
2024-11-01,North,Electronics,854,76946.43,2024,11,November,2024-11
2024-11-01,South,Furniture,739,89641.76,2024,11,November,2024-11
2024-12-01,West,Office Supplies,655,28497.83,2024,12,December,2024-12
2024-12-01,West,Furniture,722,78990.57,2024,12,December,2024-12
2024-12-01,West,Electronics,892,80749.05,2024,12,December,2024-12
2024-12-01,East,Office Supplies,654,28075.16,2024,12,December,2024-12
2024-12-01,East,Furniture,771,94434.94,2024,12,December,2024-12
2024-12-01,East,Electronics,888,76395.72,2024,12,December,2024-12
2024-12-01,South,Furniture,720,88859.39,2024,12,December,2024-12
2024-12-01,South,Electronics,900,70272.76,2024,12,December,2024-12
2024-12-01,North,Office Supplies,627,29875.16,2024,12,December,2024-12
2024-12-01,North,Furniture,711,76842.92,2024,12,December,2024-12
2024-12-01,North,Electronics,850,75076.68,2024,12,December,2024-12
2024-12-01,South,Office Supplies,717,29457.0,2024,12,December,2024-12
2025-01-01,East,Furniture,612,77635.65,2025,1,January,2025-01
2025-01-01,West,Office Supplies,543,23761.74,2025,1,January,2025-01
2025-01-01,West,Furniture,643,72290.84,2025,1,January,2025-01
2025-01-01,West,Electronics,693,57536.44,2025,1,January,2025-01
2025-01-01,East,Office Supplies,464,22299.01,2025,1,January,2025-01
2025-01-01,East,Electronics,661,57715.23,2025,1,January,2025-01
2025-01-01,North,Electronics,754,67789.47,2025,1,January,2025-01
2025-01-01,South,Furniture,578,70722.58,2025,1,January,2025-01
2025-01-01,South,Electronics,705,59134.22,2025,1,January,2025-01
2025-01-01,North,Office Supplies,483,20988.15,2025,1,January,2025-01
2025-01-01,North,Furniture,632,76101.94,2025,1,January,2025-01
2025-01-01,South,Office Supplies,487,22947.91,2025,1,January,2025-01
2025-02-01,East,Furniture,630,79070.16,2025,2,February,2025-02
2025-02-01,West,Furniture,631,82634.97,2025,2,February,2025-02
2025-02-01,West,Electronics,753,59337.17,2025,2,February,2025-02
2025-02-01,West,Office Supplies,554,22780.82,2025,2,February,2025-02
2025-02-01,East,Office Supplies,473,21754.23,2025,2,February,2025-02
2025-02-01,East,Electronics,709,59503.86,2025,2,February,2025-02
2025-02-01,North,Office Supplies,522,25241.09,2025,2,February,2025-02
2025-02-01,South,Furniture,614,73063.84,2025,2,February,2025-02
2025-02-01,South,Electronics,685,62206.82,2025,2,February,2025-02
2025-02-01,North,Furniture,575,75081.37,2025,2,February,2025-02
2025-02-01,North,Electronics,759,61917.96,2025,2,February,2025-02
2025-02-01,South,Office Supplies,495,22199.13,2025,2,February,2025-02
2025-03-01,West,Office Supplies,535,26392.45,2025,3,March,2025-03
2025-03-01,West,Furniture,596,74821.66,2025,3,March,2025-03
2025-03-01,West,Electronics,784,60672.49,2025,3,March,2025-03
2025-03-01,East,Office Supplies,522,25542.19,2025,3,March,2025-03
2025-03-01,East,Furniture,635,82293.46,2025,3,March,2025-03
2025-03-01,East,Electronics,672,55376.05,2025,3,March,2025-03
2025-03-01,South,Office Supplies,532,23880.49,2025,3,March,2025-03
2025-03-01,South,Furniture,672,73630.23,2025,3,March,2025-03
2025-03-01,South,Electronics,770,68845.52,2025,3,March,2025-03
2025-03-01,North,Office Supplies,559,24007.68,2025,3,March,2025-03
2025-03-01,North,Furniture,649,73938.94,2025,3,March,2025-03
2025-03-01,North,Electronics,782,63302.12,2025,3,March,2025-03
2025-04-01,West,Furniture,625,69986.62,2025,4,April,2025-04
2025-04-01,West,Electronics,775,60364.23,2025,4,April,2025-04
2025-04-01,East,Office Supplies,540,24511.6,2025,4,April,2025-04
2025-04-01,East,Furniture,627,78592.91,2025,4,April,2025-04
2025-04-01,East,Electronics,727,66245.97,2025,4,April,2025-04
2025-04-01,West,Office Supplies,483,23672.45,2025,4,April,2025-04
2025-04-01,South,Furniture,624,80130.83,2025,4,April,2025-04
2025-04-01,South,Electronics,774,63809.8,2025,4,April,2025-04
2025-04-01,North,Office Supplies,593,27264.21,2025,4,April,2025-04
2025-04-01,North,Furniture,635,77195.63,2025,4,April,2025-04
2025-04-01,North,Electronics,822,65651.22,2025,4,April,2025-04
2025-04-01,South,Office Supplies,532,24233.13,2025,4,April,2025-04
2025-05-01,West,Furniture,667,87803.71,2025,5,May,2025-05
2025-05-01,West,Electronics,850,77709.64,2025,5,May,2025-05
2025-05-01,East,Office Supplies,558,23627.91,2025,5,May,2025-05
2025-05-01,East,Furniture,623,72221.38,2025,5,May,2025-05
2025-05-01,East,Electronics,757,60030.11,2025,5,May,2025-05
2025-05-01,West,Office Supplies,541,25669.43,2025,5,May,2025-05
2025-05-01,South,Furniture,660,72102.99,2025,5,May,2025-05
2025-05-01,South,Electronics,853,72686.3,2025,5,May,2025-05
2025-05-01,North,Office Supplies,617,25334.3,2025,5,May,2025-05
2025-05-01,North,Furniture,715,84285.9,2025,5,May,2025-05
2025-05-01,North,Electronics,832,70186.71,2025,5,May,2025-05
2025-05-01,South,Office Supplies,613,29164.4,2025,5,May,2025-05
2025-06-01,West,Office Supplies,624,30360.9,2025,6,June,2025-06
2025-06-01,West,Furniture,667,85757.73,2025,6,June,2025-06
2025-06-01,West,Electronics,839,74109.11,2025,6,June,2025-06
2025-06-01,East,Office Supplies,567,23769.54,2025,6,June,2025-06
2025-06-01,East,Furniture,685,80489.75,2025,6,June,2025-06
2025-06-01,East,Electronics,837,75384.02,2025,6,June,2025-06
2025-06-01,South,Office Supplies,545,25961.45,2025,6,June,2025-06
2025-06-01,South,Electronics,784,65046.24,2025,6,June,2025-06
2025-06-01,North,Office Supplies,618,29601.54,2025,6,June,2025-06
2025-06-01,North,Furniture,698,83723.36,2025,6,June,2025-06
2025-06-01,North,Electronics,855,73237.53,2025,6,June,2025-06
2025-06-01,South,Furniture,678,77896.31,2025,6,June,2025-06
2025-07-01,East,Furniture,647,76514.06,2025,7,July,2025-07
2025-07-01,West,Furniture,670,75373.58,2025,7,July,2025-07
2025-07-01,West,Office Supplies,565,27246.33,2025,7,July,2025-07
2025-07-01,East,Office Supplies,578,27151.08,2025,7,July,2025-07
2025-07-01,East,Electronics,735,67247.19,2025,7,July,2025-07
2025-07-01,West,Electronics,868,79538.65,2025,7,July,2025-07
2025-07-01,South,Furniture,656,86074.44,2025,7,July,2025-07
2025-07-01,South,Electronics,797,69307.17,2025,7,July,2025-07
2025-07-01,North,Office Supplies,563,25032.62,2025,7,July,2025-07
2025-07-01,North,Furniture,669,86605.9,2025,7,July,2025-07
2025-07-01,North,Electronics,801,63785.09,2025,7,July,2025-07
2025-07-01,South,Office Supplies,605,26777.21,2025,7,July,2025-07
2025-08-01,West,Furniture,684,79656.59,2025,8,August,2025-08
2025-08-01,West,Electronics,754,67279.46,2025,8,August,2025-08
2025-08-01,East,Office Supplies,519,23123.09,2025,8,August,2025-08
2025-08-01,East,Furniture,635,72235.68,2025,8,August,2025-08
2025-08-01,East,Electronics,774,60535.19,2025,8,August,2025-08
2025-08-01,West,Office Supplies,603,28988.04,2025,8,August,2025-08
2025-08-01,South,Furniture,676,78446.42,2025,8,August,2025-08
2025-08-01,South,Electronics,767,63340.83,2025,8,August,2025-08
2025-08-01,North,Office Supplies,612,27315.63,2025,8,August,2025-08
2025-08-01,North,Furniture,702,81112.17,2025,8,August,2025-08
2025-08-01,North,Electronics,800,70859.3,2025,8,August,2025-08
2025-08-01,South,Office Supplies,549,23093.06,2025,8,August,2025-08
2025-09-01,West,Office Supplies,595,28199.78,2025,9,September,2025-09
2025-09-01,West,Furniture,694,89462.78,2025,9,September,2025-09
2025-09-01,West,Electronics,791,64598.67,2025,9,September,2025-09
2025-09-01,East,Office Supplies,532,21704.91,2025,9,September,2025-09
2025-09-01,East,Furniture,612,73625.87,2025,9,September,2025-09
2025-09-01,East,Electronics,804,70993.65,2025,9,September,2025-09
2025-09-01,South,Office Supplies,573,27523.12,2025,9,September,2025-09
2025-09-01,South,Electronics,833,64710.69,2025,9,September,2025-09
2025-09-01,North,Office Supplies,572,26699.21,2025,9,September,2025-09
2025-09-01,North,Furniture,694,77055.07,2025,9,September,2025-09
2025-09-01,North,Electronics,836,72966.43,2025,9,September,2025-09
2025-09-01,South,Furniture,678,76920.67,2025,9,September,2025-09
2025-10-01,East,Furniture,677,88032.91,2025,10,October,2025-10
2025-10-01,West,Furniture,731,79263.91,2025,10,October,2025-10
2025-10-01,West,Electronics,828,76162.0,2025,10,October,2025-10
2025-10-01,West,Office Supplies,637,31318.29,2025,10,October,2025-10
2025-10-01,East,Office Supplies,610,26309.28,2025,10,October,2025-10
2025-10-01,East,Electronics,795,70817.3,2025,10,October,2025-10
2025-10-01,North,Office Supplies,654,27140.28,2025,10,October,2025-10
2025-10-01,South,Furniture,731,88538.4,2025,10,October,2025-10
2025-10-01,South,Electronics,883,74260.25,2025,10,October,2025-10
2025-10-01,North,Furniture,756,98108.15,2025,10,October,2025-10
2025-10-01,North,Electronics,873,70647.42,2025,10,October,2025-10
2025-10-01,South,Office Supplies,607,26661.63,2025,10,October,2025-10
2025-11-01,West,Office Supplies,655,26731.88,2025,11,November,2025-11
2025-11-01,West,Furniture,747,94921.2,2025,11,November,2025-11
2025-11-01,East,Office Supplies,657,31884.68,2025,11,November,2025-11
2025-11-01,East,Furniture,690,75317.25,2025,11,November,2025-11
2025-11-01,East,Electronics,820,73090.11,2025,11,November,2025-11
2025-11-01,West,Electronics,928,73915.77,2025,11,November,2025-11
2025-11-01,South,Furniture,739,85155.24,2025,11,November,2025-11
2025-11-01,South,Electronics,921,74243.83,2025,11,November,2025-11
2025-11-01,North,Office Supplies,685,28337.64,2025,11,November,2025-11
2025-11-01,North,Furniture,795,91231.42,2025,11,November,2025-11
2025-11-01,North,Electronics,869,78731.15,2025,11,November,2025-11
2025-11-01,South,Office Supplies,642,29458.31,2025,11,November,2025-11
2025-12-01,West,Electronics,948,79667.51,2025,12,December,2025-12
2025-12-01,East,Office Supplies,674,32711.05,2025,12,December,2025-12
2025-12-01,East,Furniture,769,91072.9,2025,12,December,2025-12
2025-12-01,East,Electronics,804,65838.03,2025,12,December,2025-12
2025-12-01,South,Office Supplies,694,31678.29,2025,12,December,2025-12
2025-12-01,North,Office Supplies,679,28073.06,2025,12,December,2025-12
2025-12-01,South,Electronics,907,83411.04,2025,12,December,2025-12
2025-12-01,North,Furniture,828,105945.05,2025,12,December,2025-12
2025-12-01,North,Electronics,927,71918.42,2025,12,December,2025-12
2025-12-01,West,Furniture,825,100815.6,2025,12,December,2025-12
2025-12-01,South,Furniture,797,102889.11,2025,12,December,2025-12
2025-12-01,West,Office Supplies,727,34040.83,2025,12,December,2025-12
